mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__kernel,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0.027718782424926758,0.0007245540618896484,0.009508013725280762,0.0005136728286743164,1.0,rbf,"{'classifier__C': 1.0, 'classifier__kernel': 'rbf'}",0.800561797752809,0.7640449438202247,0.7823033707865168,0.01825842696629215,1
0.018008708953857422,0.002020120620727539,0.0045092105865478516,0.0005137920379638672,0.6,linear,"{'classifier__C': 0.6, 'classifier__kernel': 'linear'}",0.7949438202247191,0.7668539325842697,0.7808988764044944,0.014044943820224698,2
0.019729256629943848,0.0007308721542358398,0.005194664001464844,0.0018105506896972656,0.4,linear,"{'classifier__C': 0.4, 'classifier__kernel': 'linear'}",0.7949438202247191,0.7668539325842697,0.7808988764044944,0.014044943820224698,2
0.020006299018859863,0.00274050235748291,0.0036885738372802734,0.0006878376007080078,1.0,linear,"{'classifier__C': 1.0, 'classifier__kernel': 'linear'}",0.7949438202247191,0.7668539325842697,0.7808988764044944,0.014044943820224698,2
0.026807188987731934,0.00031435489654541016,0.00867772102355957,0.0014774799346923828,0.9,rbf,"{'classifier__C': 0.9, 'classifier__kernel': 'rbf'}",0.800561797752809,0.7612359550561798,0.7808988764044944,0.0196629213483146,2
0.01954829692840576,0.0021599531173706055,0.004088759422302246,1.2278556823730469e-05,0.9,linear,"{'classifier__C': 0.9, 'classifier__kernel': 'linear'}",0.7949438202247191,0.7668539325842697,0.7808988764044944,0.014044943820224698,2
0.027721524238586426,0.00029599666595458984,0.009318828582763672,0.0006852149963378906,0.8,rbf,"{'classifier__C': 0.8, 'classifier__kernel': 'rbf'}",0.800561797752809,0.7612359550561798,0.7808988764044944,0.0196629213483146,2
0.019507884979248047,0.0024993419647216797,0.003499746322631836,0.0005011558532714844,0.8,linear,"{'classifier__C': 0.8, 'classifier__kernel': 'linear'}",0.7949438202247191,0.7668539325842697,0.7808988764044944,0.014044943820224698,2
0.01845705509185791,0.00017058849334716797,0.0030536651611328125,5.269050598144531e-05,0.30000000000000004,linear,"{'classifier__C': 0.30000000000000004, 'classifier__kernel': 'linear'}",0.7949438202247191,0.7668539325842697,0.7808988764044944,0.014044943820224698,2
0.030934929847717285,0.0005112886428833008,0.009028077125549316,3.3020973205566406e-05,0.7000000000000001,rbf,"{'classifier__C': 0.7000000000000001, 'classifier__kernel': 'rbf'}",0.800561797752809,0.7612359550561798,0.7808988764044944,0.0196629213483146,2
0.019003868103027344,0.003000974655151367,0.004115939140319824,0.0011159181594848633,0.7000000000000001,linear,"{'classifier__C': 0.7000000000000001, 'classifier__kernel': 'linear'}",0.7949438202247191,0.7668539325842697,0.7808988764044944,0.014044943820224698,2
0.019014477729797363,0.002025008201599121,0.0035010576248168945,0.0005005598068237305,0.5,linear,"{'classifier__C': 0.5, 'classifier__kernel': 'linear'}",0.7949438202247191,0.7668539325842697,0.7808988764044944,0.014044943820224698,2
0.02104508876800537,4.0650367736816406e-05,0.005127429962158203,0.0008997917175292969,0.1,linear,"{'classifier__C': 0.1, 'classifier__kernel': 'linear'}",0.7949438202247191,0.7640449438202247,0.7794943820224719,0.015449438202247201,13
0.01951289176940918,0.0015113353729248047,0.0040007829666137695,1.1920928955078125e-07,0.2,linear,"{'classifier__C': 0.2, 'classifier__kernel': 'linear'}",0.7949438202247191,0.7640449438202247,0.7794943820224719,0.015449438202247201,13
0.028334736824035645,0.0009597539901733398,0.010908722877502441,0.0005089044570922852,0.6,rbf,"{'classifier__C': 0.6, 'classifier__kernel': 'rbf'}",0.800561797752809,0.7528089887640449,0.776685393258427,0.023876404494382053,15
0.029972553253173828,0.0019524097442626953,0.009499430656433105,0.000496983528137207,0.5,rbf,"{'classifier__C': 0.5, 'classifier__kernel': 'rbf'}",0.7949438202247191,0.7528089887640449,0.773876404494382,0.021067415730337102,16
0.03452575206756592,0.002570033073425293,0.011049151420593262,4.494190216064453e-05,0.2,rbf,"{'classifier__C': 0.2, 'classifier__kernel': 'rbf'}",0.7921348314606742,0.7556179775280899,0.773876404494382,0.01825842696629215,16
0.03201019763946533,0.002004265785217285,0.010526537895202637,0.0005234479904174805,0.30000000000000004,rbf,"{'classifier__C': 0.30000000000000004, 'classifier__kernel': 'rbf'}",0.7921348314606742,0.7528089887640449,0.7724719101123596,0.019662921348314655,18
0.029508471488952637,0.002498030662536621,0.0100938081741333,8.189678192138672e-05,0.4,rbf,"{'classifier__C': 0.4, 'classifier__kernel': 'rbf'}",0.7949438202247191,0.7471910112359551,0.7710674157303371,0.023876404494381998,19
0.0458909273147583,0.000680088996887207,0.009103775024414062,0.0002856254577636719,0.30000000000000004,sigmoid,"{'classifier__C': 0.30000000000000004, 'classifier__kernel': 'sigmoid'}",0.7612359550561798,0.7471910112359551,0.7542134831460674,0.007022471910112349,20
0.03800666332244873,0.0009390115737915039,0.01400291919708252,0.0012034177780151367,0.1,rbf,"{'classifier__C': 0.1, 'classifier__kernel': 'rbf'}",0.7696629213483146,0.7359550561797753,0.752808988764045,0.01685393258426965,21
0.0344921350479126,0.0004962682723999023,0.007514595985412598,0.0005017518997192383,0.4,sigmoid,"{'classifier__C': 0.4, 'classifier__kernel': 'sigmoid'}",0.7612359550561798,0.7387640449438202,0.75,0.011235955056179803,22
0.04665780067443848,0.004800558090209961,0.0077849626541137695,0.0006798505783081055,0.2,sigmoid,"{'classifier__C': 0.2, 'classifier__kernel': 'sigmoid'}",0.7556179775280899,0.7191011235955056,0.7373595505617978,0.01825842696629215,23
