mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__gamma,param_classifier__n_estimators,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0.04258716106414795,0.006579756736755371,0.004500865936279297,0.000499725341796875,0.01,190,"{'classifier__gamma': 0.01, 'classifier__n_estimators': 190}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.033007264137268066,5.960464477539062e-07,0.0035010576248168945,0.0005000829696655273,0.1131578947368421,192,"{'classifier__gamma': 0.1131578947368421, 'classifier__n_estimators': 192}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.0305250883102417,0.0005186796188354492,0.004001498222351074,3.5762786865234375e-07,0.06157894736842105,206,"{'classifier__gamma': 0.06157894736842105, 'classifier__n_estimators': 206}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.03150749206542969,0.0015010833740234375,0.003501296043395996,0.0005005598068237305,0.06157894736842105,204,"{'classifier__gamma': 0.06157894736842105, 'classifier__n_estimators': 204}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.030507206916809082,0.0014992952346801758,0.004001259803771973,1.1920928955078125e-07,0.2163157894736842,192,"{'classifier__gamma': 0.2163157894736842, 'classifier__n_estimators': 192}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.0347437858581543,0.0017375946044921875,0.0040013790130615234,0.0,0.06157894736842105,202,"{'classifier__gamma': 0.06157894736842105, 'classifier__n_estimators': 202}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.028507590293884277,0.0005003213882446289,0.003999829292297363,1.1920928955078125e-07,0.2163157894736842,191,"{'classifier__gamma': 0.2163157894736842, 'classifier__n_estimators': 191}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.028006911277770996,0.0010002851486206055,0.004000306129455566,1.1920928955078125e-07,0.2163157894736842,190,"{'classifier__gamma': 0.2163157894736842, 'classifier__n_estimators': 190}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.030506372451782227,0.0004994869232177734,0.003501415252685547,0.0005006790161132812,0.19052631578947368,210,"{'classifier__gamma': 0.19052631578947368, 'classifier__n_estimators': 210}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.03150653839111328,0.0005009174346923828,0.0035017728805541992,0.0005005598068237305,0.19052631578947368,208,"{'classifier__gamma': 0.19052631578947368, 'classifier__n_estimators': 208}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.030520081520080566,0.0005131959915161133,0.003500699996948242,0.0005004405975341797,0.19052631578947368,206,"{'classifier__gamma': 0.19052631578947368, 'classifier__n_estimators': 206}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.03064572811126709,0.0003610849380493164,0.003501415252685547,0.0005004405975341797,0.1131578947368421,202,"{'classifier__gamma': 0.1131578947368421, 'classifier__n_estimators': 202}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.029599785804748535,0.00047338008880615234,0.004000306129455566,8.344650268554688e-07,0.1131578947368421,204,"{'classifier__gamma': 0.1131578947368421, 'classifier__n_estimators': 204}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.03700864315032959,0.0020002126693725586,0.0040018558502197266,0.0009992122650146484,0.06157894736842105,192,"{'classifier__gamma': 0.06157894736842105, 'classifier__n_estimators': 192}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.03050684928894043,0.0004999637603759766,0.0035005807876586914,0.0005000829696655273,0.19052631578947368,204,"{'classifier__gamma': 0.19052631578947368, 'classifier__n_estimators': 204}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.032007813453674316,0.0020002126693725586,0.003500819206237793,0.0005012750625610352,0.06157894736842105,190,"{'classifier__gamma': 0.06157894736842105, 'classifier__n_estimators': 190}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.032148122787475586,0.0001423358917236328,0.004501223564147949,0.0005015134811401367,0.035789473684210524,210,"{'classifier__gamma': 0.035789473684210524, 'classifier__n_estimators': 210}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.031506896018981934,0.0004998445510864258,0.003000974655151367,2.384185791015625e-07,0.06157894736842105,208,"{'classifier__gamma': 0.06157894736842105, 'classifier__n_estimators': 208}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.03150629997253418,0.0005006790161132812,0.004001498222351074,1.5497207641601562e-06,0.06157894736842105,210,"{'classifier__gamma': 0.06157894736842105, 'classifier__n_estimators': 210}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.035585641860961914,0.0024225711822509766,0.004001259803771973,1.1920928955078125e-07,0.035789473684210524,208,"{'classifier__gamma': 0.035789473684210524, 'classifier__n_estimators': 208}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
0.029506802558898926,0.0005003213882446289,0.0035009384155273438,0.0005004405975341797,0.08736842105263157,190,"{'classifier__gamma': 0.08736842105263157, 'classifier__n_estimators': 190}",0.8230337078651685,0.7584269662921348,0.7907303370786516,0.03230337078651685,1
